,Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
15411,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;800;899;
15412,Apartamento;Gávea;3;1;0;90;3800;1028;235
15413,Apartamento;Copacabana;1;0;0;31;1200;521;25
15414,Apartamento;Barra da Tijuca;2;1;1;100;2700;1500;280
15415,Casa Comercial;Ipanema;0;0;0;200;30000;;
15416,Apartamento;Tijuca;3;0;0;80;1300;400;172
15417,Apartamento;Barra da Tijuca;3;1;1;110;2800;2685;731
15418,Apartamento;Humaitá;2;0;0;65;2300;650;122
15419,Apartamento;Botafogo;2;1;1;73;3200;652;87
15420,Apartamento;Laranjeiras;2;1;0;70;2400;820;94
15421,Apartamento;Ipanema;3;1;1;130;6500;1900;300
15422,Apartamento;Lagoa;3;1;1;75;4000;1250;244
15423,Apartamento;Flamengo;1;0;0;45;2600;480;70
15424,Apartamento;Grajaú;2;1;1;86;1500;749;
15425,Loja/Salão;Freguesia (Jacarepaguá);0;0;0;48;5500;1267;370
15426,Apartamento;Lagoa;3;3;1;252;7700;1902;634
15427,Casa;Gávea;4;4;0;450;13000;;600
15428,Apartamento;Santa Teresa;2;0;1;70;2900;750;250
15429,Casa de Vila;Tijuca;2;0;0;71;2500;;60
15430,Conjunto Comercial/Sala;Centro;0;0;0;140;10000;2790;211
15431,Apartamento;Freguesia (Jacarepaguá);2;1;1;77;1600;742;103
15432,Apartamento;Recreio dos Bandeirantes;3;3;3;191;3000;1300;6800
15433,Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;22;1200;336;
15434,Casa de Condomínio;Recreio dos Bandeirantes;4;4;4;300;9000;600;3000
15435,Loja/Salão;Tanque;0;0;0;200;6000;;
15436,Apartamento;Flamengo;1;0;0;50;2300;440;220
15437,Apartamento;Curicica;2;1;0;59;1400;510;13
15438,Apartamento;Leblon;4;1;2;205;17000;6000;772
15439,Quitinete;Copacabana;0;0;0;23;1200;460;20
15440,Apartamento;Taquara;1;0;0;50;800;;13
15441,Conjunto Comercial/Sala;Madureira;0;1;0;23;700;550;336
15442,Apartamento;Flamengo;1;0;0;44;1500;330;
15443,Apartamento;Ipanema;1;0;0;36;2500;450;45
15444,Apartamento;São Cristóvão;3;1;1;95;2500;1000;98
15445,Casa Comercial;Rio Comprido;0;2;0;250;4500;;109
15446,Apartamento;Catete;2;1;1;64;2800;575;184
15447,Conjunto Comercial/Sala;Centro;0;0;0;70;2500;1318;
15448,Apartamento;Ipanema;3;1;1;100;4700;1600;218
15449,Apartamento;Pavuna;2;1;0;44;600;363;
15450,Apartamento;Barra da Tijuca;2;2;1;105;5000;2200;580
15451,Conjunto Comercial/Sala;Centro;0;0;0;50;1000;450;50
15452,Apartamento;Cosmos;2;0;0;43;750;;
15453,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;1500;1200;200
15454,Casa de Vila;Abolição;2;0;0;68;1200;;12
15455,Apartamento;Copacabana;1;0;0;35;1400;400;220
15456,Conjunto Comercial/Sala;Centro;0;0;0;528;8000;6358;
15457,Quitinete;Ipanema;1;0;0;23;2200;;300
15458,Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;22;550;435;56
15459,Apartamento;Ipanema;1;0;0;33;2000;650;
15460,Apartamento;Recreio dos Bandeirantes;1;3;1;200;1500;1500;450
15461,Apartamento;Botafogo;1;1;1;60;2300;550;120
15462,Casa;Engenho de Dentro;2;0;0;33;900;;16
15463,Apartamento;Barra da Tijuca;3;2;3;160;5000;240;490
15464,Apartamento;Barra da Tijuca;3;2;1;185;8000;2112;929
15465,Loja/Salão;Botafogo;0;0;0;329;35000;;
15466,Conjunto Comercial/Sala;Centro;0;0;0;800;30000;5628;3011
15467,Apartamento;Copacabana;3;1;0;171;2600;1700;385
15468,Apartamento;Barra da Tijuca;1;2;1;85;3800;;
15469,Apartamento;Copacabana;3;0;0;90;2000;1700;1919
15470,Apartamento;Barra da Tijuca;3;2;3;109;5495;982;223
15471,Apartamento;Copacabana;3;1;1;140;4800;1556;188
15472,Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1350;440;15
15473,Apartamento;Copacabana;3;1;1;120;7000;1250;192
15474,Apartamento;Copacabana;3;1;0;160;4000;1100;220
15475,Apartamento;Recreio dos Bandeirantes;3;2;1;100;1800;790;173
15476,Conjunto Comercial/Sala;Centro;0;0;0;10;3418;;
15477,Apartamento;Ipanema;3;2;2;450;20000;3500;1500
15478,Apartamento;Barra da Tijuca;2;1;1;82;2300;1260;265
15479,Apartamento;Barra da Tijuca;5;2;5;1200;24000;7500;5500
15480,Casa de Condomínio;São Conrado;4;2;1;320;5500;2260;38
15481,Apartamento;Senador Vasconcelos;2;1;0;65;650;220;
15482,Apartamento;Barra da Tijuca;4;3;4;287;20000;3000;
15483,Loja/Salão;Tanque;0;0;0;30;2600;;
15484,Apartamento;São Francisco Xavier;3;0;0;77;1400;550;50
15485,Conjunto Comercial/Sala;Jardim Botânico;0;1;0;30;2400;817;325
15486,Apartamento;Anil;2;0;0;40;650;18;8
15487,Conjunto Comercial/Sala;Centro;0;0;0;30;800;634;107
15488,Apartamento;Senador Vasconcelos;2;0;0;60;700;;
15489,Apartamento;Recreio dos Bandeirantes;2;2;1;110;2200;680;218
15490,Conjunto Comercial/Sala;Centro;0;0;0;69;1580;950;162
15491,Apartamento;Barra da Tijuca;2;1;1;70;1750;1200;150
15492,Apartamento;Copacabana;1;1;0;38;1600;684;55
15493,Conjunto Comercial/Sala;Botafogo;0;14;0;608;60800;24395;
15494,Conjunto Comercial/Sala;Botafogo;0;20;0;716;53700;22200;
15495,Terreno Padrão;Barra da Tijuca;0;0;0;1110;140000;;5635
15496,Apartamento;Ipanema;3;4;0;120;8000;4000;850
15497,Apartamento;Guaratiba;2;1;0;45;600;301;
15498,Apartamento;Copacabana;1;0;0;49;1500;580;
15499,Apartamento;Ipanema;4;2;1;180;12000;2700;1300
15500,Apartamento;Todos os Santos;1;0;0;70;800;656;39
15501,Apartamento;Barra da Tijuca;4;3;4;304;15000;3800;750
15502,Apartamento;Catete;1;0;0;40;1300;590;680
15503,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;900;700;110
15504,Apartamento;Barra da Tijuca;5;4;5;1147;24000;7827;6977
15505,Casa Comercial;Freguesia (Jacarepaguá);0;5;0;406;15000;;323
15506,Apartamento;Flamengo;2;1;1;81;2500;1345;
15507,Loja/Salão;Barra da Tijuca;0;1;0;45;1800;596;231
15508,Apartamento;Vila da Penha;2;1;0;47;1800;604;
15509,Apartamento;Maracanã;3;0;0;90;2000;750;
15510,Quitinete;Copacabana;1;0;1;30;1350;453;24
15511,Apartamento;Leblon;3;1;1;100;4500;1099;
15512,Apartamento;Botafogo;1;1;1;43;1800;1036;130
15513,Apartamento;Botafogo;2;1;2;85;4230;1140;
15514,Apartamento;Riachuelo;2;2;1;63;1300;350;63
15515,Apartamento;Barra da Tijuca;2;1;2;74;3000;1732;205
15516,Apartamento;Bento Ribeiro;2;1;0;56;700;544;
15517,Apartamento;Ipanema;2;1;1;80;4400;617;299
15518,Apartamento;Vila Isabel;2;1;0;70;1600;564;24
15519,Apartamento;Leme;2;0;0;84;2700;720;1616
15520,Apartamento;Cachambi;2;1;1;51;1300;413;
15521,Loja/Salão;Praça Seca;0;0;0;122;4500;690;6445
15522,Apartamento;Barra da Tijuca;2;1;1;76;2000;980;210
15523,Apartamento;Quintino Bocaiúva;2;0;1;65;850;160;
15524,Conjunto Comercial/Sala;Centro;0;0;0;400;22000;4500;1050
15525,Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;99;6000;3528;2000
15526,Conjunto Comercial/Sala;Vila da Penha;0;1;0;27;1000;540;
15527,Apartamento;Tijuca;3;1;1;84;2350;900;
15528,Apartamento;Copacabana;3;1;0;122;4000;1250;185
15529,Quitinete;Botafogo;1;0;0;23;1200;561;29
15530,Apartamento;Irajá;2;1;0;90;1310;220;32
15531,Conjunto Comercial/Sala;Tijuca;0;1;0;36;1000;672;89
15532,Apartamento;Cachambi;2;1;0;70;1100;281;26
15533,Apartamento;Barra da Tijuca;4;4;4;436;15000;4800;1240
15534,Apartamento;Leblon;4;1;2;160;11000;2900;
15535,Prédio Inteiro;Barra da Tijuca;0;90;0;4000;650000;;
15536,Apartamento;Copacabana;4;1;1;150;4900;1907;
15537,Apartamento;Botafogo;3;2;1;133;5000;1645;
15538,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;54;3500;1050;1605
15539,Apartamento;Laranjeiras;2;1;0;75;2200;910;107
15540,Casa de Condomínio;Campo Grande;2;1;2;80;1500;490;
15541,Conjunto Comercial/Sala;Taquara;0;1;0;29;1190;600;59
15542,Apartamento;Tijuca;3;1;1;110;1600;900;1474
15543,Apartamento;Jardim Botânico;3;2;1;110;4300;2500;403
15544,Apartamento;Copacabana;2;1;0;45;1600;630;120
15545,Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;198;4500;1161;
15546,Apartamento;Copacabana;2;1;0;79;2800;698;102
15547,Conjunto Comercial/Sala;Curicica;0;1;0;22;1000;372;52
15548,Conjunto Comercial/Sala;Del Castilho;0;1;0;30;1000;750;34
15549,Apartamento;Lagoa;3;1;1;110;4500;1786;4366
15550,Quitinete;Flamengo;1;0;0;30;1200;580;
15551,Apartamento;Vila da Penha;1;1;1;90;1500;295;
15552,Apartamento;Humaitá;2;1;0;64;2600;1030;191
15553,Conjunto Comercial/Sala;Centro;0;0;0;402;1000;6188;1013
15554,Apartamento;Leblon;4;1;1;140;8500;2056;400
15555,Casa;Realengo;2;1;0;70;1200;50;
15556,Apartamento;Flamengo;6;1;2;400;10000;3300;803
15557,Apartamento;Barra da Tijuca;4;3;2;220;7500;3000;680
15558,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;700;750;140
15559,Apartamento;Copacabana;3;0;1;96;3300;974;
15560,Apartamento;São Conrado;3;2;1;148;6000;1800;200
15561,Loja/Salão;Copacabana;0;0;0;90;2600;;166
15562,Apartamento;Barra da Tijuca;2;1;0;52;1100;640;102
15563,Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1000;330;37
15564,Conjunto Comercial/Sala;Centro;0;0;0;2639;205858;46186;
15565,Apartamento;Leblon;3;2;1;179;8500;3990;
15566,Apartamento;Freguesia (Jacarepaguá);1;1;0;45;1400;566;
15567,Apartamento;Flamengo;2;1;1;98;3300;1400;200
15568,Apartamento;Ipanema;1;1;1;120;9000;3500;526
15569,Prédio Inteiro;Centro;0;48;0;10448;783600;177616;36456
15570,Prédio Inteiro;Tijuca;0;0;0;450;15000;;
15571,Apartamento;Leblon;2;1;2;150;8000;1160;500
15572,Apartamento;Ipanema;2;1;2;95;8500;4000;800
15573,Apartamento;Barra da Tijuca;3;3;3;260;9000;3903;647
15574,Apartamento;Ipanema;5;2;2;300;16000;2100;450
15575,Apartamento;Vila Isabel;2;1;0;70;1600;533;24
15576,Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;64;3000;2200;351
15577,Apartamento;Jardim Botânico;2;1;1;85;2500;1500;103
15578,Apartamento;Santa Teresa;1;0;1;45;1700;310;
15579,Galpão/Depósito/Armazém;Penha Circular;0;20;0;1200;13000;;
15580,Apartamento;Tijuca;2;0;1;61;1500;515;63
15581,Flat;Barra da Tijuca;1;0;1;25;1456;884;160
15582,Loja/Salão;Freguesia (Jacarepaguá);0;1;0;59;3990;980;249
15583,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;750;900;50
15584,Conjunto Comercial/Sala;Centro;0;0;0;66;3000;2000;
15585,Quitinete;Copacabana;1;0;0;21;1800;300;25
15586,Apartamento;Freguesia (Jacarepaguá);2;1;1;67;1600;700;
15587,Apartamento;Campo Grande;2;1;0;41;690;;
15588,Apartamento;Jardim Botânico;2;1;0;60;3000;500;50
15589,Conjunto Comercial/Sala;Centro;0;0;0;134;3400;3437;432
15590,Apartamento;Barra da Tijuca;4;1;1;161;5500;1200;386
15591,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;34;1500;1128;
15592,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;2800;431;123
15593,Casa;Glória;6;2;0;400;10000;;370
15594,Apartamento;Ipanema;3;1;1;140;7200;2900;500
15595,Apartamento;Encantado;2;1;0;60;1100;455;36
15596,Conjunto Comercial/Sala;Centro;0;0;0;160;18000;5120;557
15597,Apartamento;Leme;1;0;0;52;1500;608;77
15598,Apartamento;Laranjeiras;1;0;0;24;1600;215;13
15599,Apartamento;Ipanema;3;3;2;186;12000;2988;9115
15600,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1500;750;100
15601,Apartamento;Ipanema;1;0;0;50;4000;;
15602,Apartamento;Ipanema;2;1;2;110;8500;2062;
15603,Apartamento;Catete;2;1;0;71;2200;725;109
15604,Apartamento;Jardim Guanabara;2;1;0;70;1600;;
15605,Apartamento;Leme;3;1;0;108;3500;802;179
15606,Prédio Inteiro;São Cristóvão;0;0;0;900;23000;;12000
15607,Apartamento;Leblon;3;2;1;140;5000;3990;582
15608,Apartamento;Vila Kosmos;2;1;0;63;1300;400;
15609,Apartamento;Campo Grande;3;1;0;80;1300;700;
15610,Apartamento;Glória;2;0;0;70;1900;668;67
15611,Apartamento;Grajaú;2;1;1;94;1800;550;198
15612,Apartamento;Recreio dos Bandeirantes;2;1;1;80;1500;773;116
15613,Apartamento;Catete;3;1;0;150;4500;1000;
15614,Apartamento;Barra da Tijuca;3;0;1;80;3000;1160;1300
15615,Apartamento;São Francisco Xavier;2;1;1;64;1200;642;55
15616,Apartamento;Barra da Tijuca;2;1;1;70;2500;1900;400
15617,Apartamento;Barra da Tijuca;2;1;0;58;1800;698;
15618,Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;96;2500;1253;
15619,Conjunto Comercial/Sala;Pechincha;0;0;0;24;500;450;
15620,Conjunto Comercial/Sala;Barra da Tijuca;0;5;0;110;3500;412;164
15621,Apartamento;Barra da Tijuca;3;2;3;150;3200;1555;
15622,Conjunto Comercial/Sala;Vila da Penha;0;0;0;80;1000;730;
15623,Apartamento;Andaraí;2;0;0;65;1400;495;
15624,Apartamento;Méier;2;1;0;76;1000;715;60
15625,Apartamento;Copacabana;2;0;0;60;1700;1315;
15626,Apartamento;Jardim Botânico;2;1;1;74;3000;1100;203
15627,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;2400;576;210
15628,Apartamento;Recreio dos Bandeirantes;2;1;1;87;1700;620;
15629,Conjunto Comercial/Sala;Centro;0;2;0;111;9990;2340;760
15630,Casa de Condomínio;Freguesia (Jacarepaguá);3;4;1;310;3500;20;280
15631,Conjunto Comercial/Sala;Centro;0;0;0;79;3000;650;229
15632,Apartamento;Taquara;2;1;0;60;1300;500;50
15633,Apartamento;Barra da Tijuca;4;1;1;78;3500;;
15634,Flat;Copacabana;1;0;0;48;3500;1400;30
15635,Box/Garagem;Copacabana;0;1;0;11;480;350;10
15636,Apartamento;Grajaú;4;1;1;124;2500;1045;
15637,Apartamento;Lagoa;2;1;1;100;6000;986;400
15638,Apartamento;Copacabana;5;5;5;550;18000;3100;934
15639,Conjunto Comercial/Sala;Ipanema;0;0;0;80;5800;1060;300
15640,Casa de Condomínio;Méier;3;1;2;114;1700;50;
15641,Apartamento;Copacabana;4;2;2;350;12000;3800;1280
15642,Apartamento;Barra da Tijuca;4;2;2;161;5700;2435;440
15643,Conjunto Comercial/Sala;Centro;0;0;0;36;1500;900;80
15644,Apartamento;Copacabana;3;0;2;94;3000;980;220
15645,Casa;Barra da Tijuca;3;2;3;338;3500;954;
15646,Conjunto Comercial/Sala;Centro;0;0;0;135;4000;1340;547
15647,Apartamento;Leme;2;1;0;80;3800;780;24
15648,Apartamento;Copacabana;2;0;0;110;3000;800;218
15649,Apartamento;Cascadura;2;1;0;58;800;235;
15650,Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;22;800;441;180
15651,Apartamento;Lagoa;3;1;1;105;4200;1244;294
15652,Apartamento;Freguesia (Jacarepaguá);2;1;0;88;1000;1125;90
15653,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;20;1090;580;100
15654,Conjunto Comercial/Sala;Cachambi;0;1;0;30;1200;650;104
15655,Apartamento;Andaraí;2;1;1;80;1500;600;
15656,Quitinete;Catete;0;0;0;25;1200;163;
15657,Apartamento;Tijuca;2;0;0;60;1100;625;485
15658,Quitinete;Copacabana;1;0;0;35;1400;503;
15659,Casa de Condomínio;Freguesia (Jacarepaguá);3;2;1;123;3500;550;160
15660,Apartamento;Méier;2;0;1;59;1500;680;14
15661,Apartamento;Lagoa;2;2;1;98;4000;800;270
15662,Casa de Condomínio;Barra da Tijuca;5;4;5;680;20000;2000;
15663,Apartamento;Ipanema;5;1;2;374;16000;3900;13096
15664,Prédio Inteiro;São Cristóvão;0;40;0;5583;300000;;27053
15665,Apartamento;Flamengo;3;0;2;250;5900;1766;729
15666,Apartamento;Barra da Tijuca;4;2;2;374;11000;1637;1077
15667,Apartamento;Barra da Tijuca;2;2;2;99;5500;3237;502
15668,Apartamento;Botafogo;2;1;1;78;4310;1100;187
15669,Loja/Salão;Botafogo;0;0;0;515;16000;;3965
15670,Conjunto Comercial/Sala;Centro;0;0;0;319;15950;5613;1561
15671,Apartamento;Realengo;2;1;0;50;800;605;
15672,Apartamento;Campo Grande;3;0;0;52;800;300;
15673,Apartamento;Méier;2;0;0;49;900;400;13
15674,Apartamento;Leblon;3;2;1;110;8500;2300;400
15675,Conjunto Comercial/Sala;Barra da Tijuca;1;1;0;36;1800;;
15676,Apartamento;Botafogo;2;1;2;90;6000;1425;
15677,Flat;Ipanema;2;2;1;75;10500;3800;480
15678,Apartamento;Recreio dos Bandeirantes;3;2;1;172;2300;1600;450
15679,Loja/Salão;Quintino Bocaiúva;0;0;0;78;1400;;100
15680,Apartamento;Leme;2;0;1;75;2600;878;
15681,Apartamento;Tijuca;3;0;0;90;1800;400;70
15682,Apartamento;Rocha Miranda;1;0;0;65;650;;
15683,Apartamento;Ipanema;3;1;1;83;5800;1900;
15684,Conjunto Comercial/Sala;Pechincha;0;0;0;54;3000;;
15685,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;36;1250;762;250
15686,Apartamento;Copacabana;1;1;0;60;2000;1450;175
15687,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;49;980;900;100
15688,Loja/Salão;Leme;0;0;0;70;5800;;
15689,Apartamento;Barra da Tijuca;2;1;1;80;1400;1300;400
15690,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;1150;710;
15691,Loja Shopping/ Ct Comercial;Gávea;0;0;0;70;7000;2200;1200
15692,Apartamento;Leblon;2;0;0;79;3000;810;120
15693,Conjunto Comercial/Sala;Centro;0;0;0;90;650;1100;277
15694,Apartamento;Barra da Tijuca;2;1;2;65;2500;1400;
15695,Apartamento;Jardim Botânico;3;2;1;96;3500;1210;414
15696,Casa Comercial;Botafogo;0;6;0;500;25000;480;320
15697,Quitinete;Centro;1;0;0;35;850;480;9
15698,Casa;Campo Grande;1;0;0;50;700;;
15699,Conjunto Comercial/Sala;Botafogo;0;1;0;60;3000;3000;
15700,Apartamento;Penha;2;1;1;56;1200;500;30
15701,Apartamento;Tijuca;1;1;0;35;900;335;20
15702,Apartamento;Jacarepaguá;2;1;1;70;1600;480;64
15703,Apartamento;Leblon;3;2;1;200;12900;2400;324
15704,Conjunto Comercial/Sala;Vila da Penha;0;0;0;70;2990;;196
15705,Apartamento;Ipanema;3;1;1;140;10900;3500;483
15706,Apartamento;Barra da Tijuca;2;0;1;103;3000;1750;2000
15707,Apartamento;Tijuca;3;1;1;120;2000;1000;140
15708,Apartamento;Barra da Tijuca;2;2;1;110;2700;1900;
15709,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;36;1000;754;120
15710,Apartamento;Recreio dos Bandeirantes;3;1;1;90;2300;1000;195
15711,Apartamento;Flamengo;3;1;0;100;2900;700;147
15712,Apartamento;Curicica;2;1;0;50;1400;490;140
15713,Casa de Condomínio;Taquara;3;1;1;90;1600;250;
15714,Casa;Campo Grande;2;1;2;100;1400;;
15715,Apartamento;Recreio dos Bandeirantes;3;2;1;190;2000;1400;
15716,Apartamento;Campo Grande;3;0;0;60;800;230;
15717,Apartamento;Copacabana;2;0;1;60;2400;730;
15718,Apartamento;Ipanema;3;1;1;144;12000;1600;
15719,Apartamento;Anil;2;1;0;48;1700;470;30
15720,Casa de Condomínio;Guaratiba;2;1;0;63;900;;
15721,Apartamento;Engenho Novo;2;0;0;76;1000;170;17
15722,Conjunto Comercial/Sala;Leblon;0;0;0;45;4000;600;377
15723,Apartamento;Tijuca;3;0;0;125;1800;630;147
15724,Apartamento;Recreio dos Bandeirantes;2;1;1;65;1900;775;
15725,Apartamento;Méier;2;0;0;69;1200;518;
15726,Apartamento;Lagoa;3;1;1;106;6000;1781;361
15727,Apartamento;Barra da Tijuca;3;3;3;169;14000;1980;546
15728,Apartamento;Barra da Tijuca;2;0;0;97;3800;1520;
15729,Apartamento;Leblon;3;0;0;115;3800;950;207
15730,Conjunto Comercial/Sala;Centro;0;0;0;145;3499;3600;687
15731,Apartamento;Barra da Tijuca;3;2;1;149;3500;2200;400
15732,Apartamento;Maracanã;3;1;0;122;2500;950;
15733,Apartamento;Lagoa;1;1;0;45;2400;1565;235
15734,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;41;4000;8717;1865
15735,Apartamento;Barra da Tijuca;3;4;3;247;16000;3150;16000
15736,Apartamento;Lagoa;2;1;0;81;3800;770;
15737,Apartamento;Leblon;1;0;0;53;2400;445;
15738,Conjunto Comercial/Sala;Centro;0;0;0;200;4000;3704;1250
15739,Conjunto Comercial/Sala;Centro;0;0;0;38;1000;639;126
15740,Flat;Humaitá;1;1;0;50;2500;1318;163
15741,Conjunto Comercial/Sala;Centro;0;0;0;547;45000;13600;2846
15742,Conjunto Comercial/Sala;Centro;0;0;0;42;1200;1134;243
15743,Apartamento;Ipanema;3;1;1;140;12900;1580;280
15744,Apartamento;Recreio dos Bandeirantes;3;2;1;87;1600;521;
15745,Apartamento;Copacabana;1;0;0;36;1100;805;70
15746,Apartamento;Copacabana;2;1;0;80;2300;700;260
15747,Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;27;1000;1185;650
15748,Conjunto Comercial/Sala;Campo Grande;0;0;0;25;800;350;
15749,Apartamento;Freguesia (Jacarepaguá);2;1;0;60;900;400;
15750,Apartamento;Recreio dos Bandeirantes;2;1;1;62;1700;915;145
15751,Apartamento;Recreio dos Bandeirantes;3;2;2;200;3000;1015;300
15752,Apartamento;Jacarepaguá;3;1;1;82;2600;757;85
15753,Apartamento;Botafogo;3;2;1;115;3900;980;
15754,Flat;Ipanema;1;1;0;44;3500;2117;3127
15755,Apartamento;Tijuca;3;2;1;185;3400;1495;280
15756,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;38;1400;320;85
15757,Apartamento;Tijuca;2;1;0;88;1200;640;
15758,Apartamento;Barra da Tijuca;2;1;1;70;2300;950;1100
15759,Casa de Vila;Guadalupe;1;0;0;40;650;;10
15760,Apartamento;Tijuca;3;0;0;80;1300;748;75
15761,Quitinete;Botafogo;1;0;0;14;850;366;25
15762,Conjunto Comercial/Sala;Centro;0;0;0;400;10000;9000;
15763,Conjunto Comercial/Sala;Centro;0;0;0;4900;367500;104762;17738
15764,Conjunto Comercial/Sala;Vila da Penha;0;1;0;25;900;650;
15765,Apartamento;Leblon;3;2;1;240;16500;4100;722
15766,Casa;Cachambi;2;1;1;77;1300;;
15767,Apartamento;Barra da Tijuca;2;1;1;98;2900;1080;270
15768,Apartamento;Flamengo;1;0;0;50;1700;360;
15769,Conjunto Comercial/Sala;Centro;0;0;0;30;600;955;114
15770,Flat;Leblon;1;1;1;50;4200;1680;272
15771,Apartamento;Copacabana;3;2;0;156;5000;1600;320
15772,Apartamento;Campo Grande;3;0;0;58;800;270;
15773,Conjunto Comercial/Sala;Centro;0;8;0;650;10000;15737;3236
15774,Conjunto Comercial/Sala;Centro;0;0;0;260;12000;5110;137
15775,Apartamento;Santa Teresa;3;0;1;100;2250;420;50
15776,Apartamento;Pechincha;2;0;0;51;1200;650;60
15777,Apartamento;São Conrado;3;2;3;196;8000;2874;1048
15778,Apartamento;Copacabana;4;0;0;156;4000;2050;300
15779,Apartamento;Leblon;3;2;1;140;6500;3990;438
15780,Apartamento;Recreio dos Bandeirantes;3;2;1;95;1900;583;197
15781,Apartamento;Ipanema;3;1;2;120;7000;800;210
15782,Conjunto Comercial/Sala;Centro;0;2;0;65;1000;1680;315
15783,Conjunto Comercial/Sala;Copacabana;0;1;0;170;7000;3400;929
15784,Apartamento;Tijuca;2;0;0;70;1900;250;60
15785,Conjunto Comercial/Sala;Centro;0;0;0;300;22500;3380;
15786,Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;308;17000;6200;1300
15787,Apartamento;Catete;2;0;1;71;2000;725;
15788,Apartamento;Engenho da Rainha;2;1;0;55;1000;560;
15789,Apartamento;Barra da Tijuca;2;1;1;90;4000;2597;
15790,Apartamento;São Francisco Xavier;3;0;1;73;1500;300;
15791,Apartamento;Ipanema;3;3;1;300;22000;4000;1000
15792,Apartamento;Recreio dos Bandeirantes;3;2;1;101;2800;950;120
15793,Loja/Salão;Recreio dos Bandeirantes;0;0;0;527;38000;;4724
15794,Galpão/Depósito/Armazém;Santa Cruz;0;12;0;5800;50000;;2100
15795,Terreno Padrão;Caju;0;0;0;13500;47000;;2678
15796,Apartamento;Méier;2;0;0;64;1100;685;
15797,Apartamento;Barra da Tijuca;4;2;2;168;4700;2060;510
15798,Apartamento;Barra da Tijuca;4;2;4;192;6990;2400;505
15799,Apartamento;Ipanema;2;1;1;140;6500;1800;500
15800,Apartamento;Leme;1;0;0;32;1500;550;58
15801,Conjunto Comercial/Sala;Humaitá;0;1;0;490;44100;17000;5240
15802,Apartamento;Tijuca;1;1;1;40;1000;594;
15803,Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;86;5700;2541;677
15804,Apartamento;Leblon;3;1;0;100;6000;1711;213
15805,Casa;Gávea;3;1;3;450;18000;;1000
15806,Apartamento;Leblon;2;1;0;77;4000;1133;2000
15807,Apartamento;Tijuca;1;0;0;58;1100;408;
15808,Apartamento;Barra da Tijuca;2;2;0;60;1400;790;
15809,Apartamento;Barra da Tijuca;2;1;1;80;1800;1360;340
